word,semantic_dissimilarity
in,0.36287373304367065
più,0.4301367998123169
punti,0.32306063175201416
si,0.19716084003448486
spaccarono,0.28076744079589844
La,0.30088376998901367
violetta,0.468136191368103
mandò,0.390275776386261
un,0.29258865118026733
profumo,0.31620335578918457
più,0.19455748796463013
intenso,0.27579209208488464
come,0.3511132001876831
se,0.43400949239730835
avesse,0.35874342918395996
deciso,0.24224793910980225
di,0.20207750797271729
sciogliere,0.26457566022872925
in,0.3450593948364258
una,0.4025306701660156
sola,0.283824622631073
volta,0.24436885118484497
l',0.2710984945297241
immenso,0.40824371576309204
deserto,0.32192718982696533
gelato,0.3010140061378479
per,0.2221674919128418
trasformarlo,0.38901281356811523
in,0.29415345191955566
un,0.22185468673706055
mare,0.23797720670700073
azzurro,0.27274030447006226
e,0.28069913387298584
caldo,0.2739233374595642
o,0.2496412992477417
in,0.2659350633621216
un,0.182328999042511
prato,0.21738213300704956
di,0.2331581711769104
velluto,0.2685511112213135
verde,0.2493499219417572
Lo,0.35803157091140747
sforzo,0.3430600166320801
la,0.2606987953186035
esaurì,0.37162119150161743
All',0.2945864796638489
alba,0.807521641254425
fu,0.7389181852340698
vista,0.33518052101135254
appassire,0.25153693556785583
piegarsi,0.4152301251888275
sullo,0.2963777780532837
stelo,0.3327857553958893
perdere,0.24046474695205688
il,0.2875118851661682
colore,0.25561970472335815
e,0.22149169445037842
la,0.29195964336395264
vita,0.23641449213027954
Tradotto,0.3787742555141449
nelle,0.4320894479751587
nostre,0.3438407778739929
parole,0.3071499466896057
e,0.2532167434692383
nella,0.3697376847267151
nostra,0.305849552154541
lingua,0.2485119104385376
il,0.2536965608596802
suo,0.21918028593063354
ultimo,0.32530009746551514
pensiero,0.2736506462097168
dev',0.4354684352874756
essere,0.3621096611022949
stato,0.2634992003440857
pressappoco,0.4413115084171295
questo,0.28347691893577576
Ecco,0.32575076818466187
io,0.22669869661331177
muoio,0.30917057394981384
Ma,0.24063533544540405
bisognava,0.3657225966453552
pure,0.31917804479599
che,0.27306610345840454
qualcuno,0.23111176490783691
cominciasse,0.27369970083236694
Un,0.35663479566574097
giorno,0.32239681482315063
le,0.21700012683868408
viole,0.3525186777114868
giungeranno,0.3415469825267792
qui,0.2508033514022827
a,0.31571364402770996
milioni,0.2615838646888733
I,0.3505452871322632
ghiacci,0.3681579828262329
si,0.27677685022354126
scioglieranno,0.2745678126811981
e,0.22320890426635742
qui,0.23217058181762695
ci,0.23626691102981567
saranno,0.20925140380859375
isole,0.24242249131202698
case,0.22904980182647705
e,0.18784523010253906
bambini,0.22794929146766663
