word,surprisal
di,6.2736053466796875
un,5.575595855712891
"millimetro.
E",43.197535157203674
proprio,7.098384380340576
quando,4.191987037658691
sembrò,13.497180700302124
che,5.720667839050293
la,2.794647216796875
sua,1.0603632926940918
resistenza,9.412576675415039
potesse,13.183242797851562
venir,8.616415023803711
"meno,",10.278822422027588
il,4.216687202453613
tacchino,17.064339637756348
incominciò,18.16932244412601
ad,7.315593719482422
urlare:,20.11326551437378
“al,9.450586795806885
lupo!,19.642730712890625
Al,6.927441596984863
lupo!”.,15.80227780342102
E,41.59155511856079
tutti,8.24985122680664
si,3.0954604148864746
tuffarono,17.668874114751816
nello,9.604978561401367
stagno.,5.969500124454498
"No,",7.49029940366745
non,4.74814510345459
tutti.,12.453552007675171
Naturalmente,8.151412963867188
la,5.348593711853027
paperetta,9.884460657835007
rimase,8.738241195678711
al,5.168643951416016
suo,2.2691211700439453
posto.,8.829872190952301
"L’anatra,",61.19083797931671
il,3.998877763748169
"gatto,",10.09875738620758
il,3.9317874908447266
"cane,",7.512820243835449
il,3.917848825454712
tacchino,17.587958812713623
urlarono:,23.97607946395874
"“Buttati,",25.637861013412476
c’è,17.513815879821777
il,3.385127544403076
lupo!”.,15.869420766830444
Ma,4.09852933883667
la,3.0869975090026855
paperetta,11.4905304312706
non,5.579052925109863
vedeva,8.6588134765625
per,4.561136722564697
niente,6.8667707443237305
il,7.157614231109619
lupo:,14.937483787536621
vedeva,10.598685264587402
un,4.8820109367370605
animale,8.217765808105469
"grosso,",14.759488582611084
brutto,10.436126708984375
e,4.079550743103027
"peloso,",16.937174558639526
le,5.173304080963135
cui,9.704618453979492
"intenzioni,",20.4618821144104
per,4.718527793884277
"lei,",5.733692646026611
erano,11.247692108154297
fin,8.582694053649902
troppo,7.974682807922363
evidenti:,22.691798210144043
spingerla,14.977076649665833
in,5.774219512939453
acqua.,3.680817723274231
,2.644352912902832
Il,44.23649978637695
fatto,0.09383753687143326
"è,",13.174294471740723
al,6.0288004875183105
"momento,",4.511984825134277
non,4.551290988922119
si,2.0413362979888916
trovava,6.180084228515625
nello,8.645110130310059
stato,10.426549911499023
d’animo,25.300258100032806
ideale,17.494211196899414
per,5.121922492980957
"bagnarsi,",21.81686782836914
così,5.556169033050537
spiccò,18.302124977111816
un,7.714072227478027
gran,8.347167015075684
salto,8.04452896118164
e,4.959056377410889
andò,8.106406211853027
a,4.437438488006592
beccare,19.137893199920654
il,3.1028800010681152
naso,7.457932949066162
del,8.861117362976074
lupo.,10.551511108875275
Ci,6.430271625518799
mise,5.458276748657227
tutto,5.399865627288818
l’impegno,18.80754366517067
possibile,12.263944625854492
e,6.229693412780762
il,3.4394376277923584
"lupo,",11.522005558013916
colto,9.6017427444458
alla,7.1225199699401855
"sprovvista,",20.738941073417664
ululando,20.29571533203125
e,5.310943603515625
"ululando,",22.276427745819092
fuggì,15.607348084449768
a,5.693140029907227
zampe,12.540502548217773
levate.,21.478310585021973
"L’anatra,",63.09512650966644
il,3.6052234172821045
"gatto,",10.137986421585083
il,3.5282139778137207
cane,6.647585868835449
e,4.329692840576172
il,3.242243766784668
tacchino,18.30634593963623
uscirono,14.68693995475769
dallo,11.58067512512207
"stagno,",6.244548678398132
mogi,18.987194061279297
"mogi,",22.347635746002197
grondanti,24.317851543426514
d’acqua,20.68255679309368
e,4.672199726104736
se,5.400406837463379
ne,3.3586184978485107
andarono,14.87264633178711
via.,3.9335054755210876
Il,36.66603207588196
fatto,0.31858888268470764
è,9.167534828186035
che,4.74027681350708
la,3.138929843902588
giornata,11.404402732849121
si,6.701094627380371
era,2.3846352100372314
fatta,10.69998836517334
bella,13.320385932922363
e,4.719178199768066
il,3.3511805534362793
sole,5.905473709106445
scaldava,15.051273822784424
l’aria,14.083779498934746
e,5.480642795562744
alla,7.4584550857543945
"paperetta,",16.76941491663456
nulla,9.298648834228516
sembrò,13.359175205230713
più,10.524696350097656
opportuno,12.914236068725586
che,7.173928260803223
farsi,14.812334060668945
un,6.957732200622559
bel,6.3027024269104
bagnetto,23.01469898223877
nello,10.301441192626953
stagno.,4.74606192111969
,11.786063551840925
